   1    7.00000    7.55952E-02
   2    7.02500    7.06586E-02
   3    7.05000    9.21665E-02
   4    7.07500   0.213538
   5    7.10000   0.264996
   6    7.12500   0.183595
   7    7.15000    9.46985E-02
   8    7.17500    1.00370E-01
   9    7.20000   0.187254
   10    7.22500   0.314615
   11    7.25000   0.307998
   12    7.27500   0.218819
   13    7.30000   0.255152
   14    7.32500   0.271344
   15    7.35000   0.285671
   16    7.37500   0.378946
   17    7.40000   0.427415
   18    7.42500   0.430116
   19    7.45000   0.320149
   20    7.47500   0.289473
   21    7.50000   0.476675
   22    7.52500   0.590741
   23    7.55000   0.550274
   24    7.57500   0.385728
   25    7.60000   0.329867
   26    7.62500   0.373094
   27    7.65000   0.308445
   28    7.67500   0.242194
   29    7.70000   0.313951
   30    7.72500   0.400044
   31    7.75000   0.450641
   32    7.77500   0.486613
   33    7.80000   0.509866
   34    7.82500   0.490678
   35    7.85000   0.414976
   36    7.87500   0.361765
   37    7.90000   0.426153
   38    7.92500   0.492043
   39    7.95000   0.597196
   40    7.97500   0.710834
   41    8.00000   0.761014
   42    8.02500   0.750864
   43    8.05000   0.781603
   44    8.07500   0.851105
   45    8.10000   0.905086
   46    8.12500   0.917897
   47    8.15000   0.881192
   48    8.17500   0.870010
   49    8.20000   0.888567
   50    8.22500   0.892017
   51    8.25000   0.878031
   52    8.27500   0.925131
   53    8.30000   0.965244
   54    8.32500   0.950944
   55    8.35000   0.933180
   56    8.37500   0.948250
   57    8.40000   0.933506
   58    8.42500   0.906108
   59    8.45000   0.927708
   60    8.47500   0.935676
   61    8.50000   0.899182
   62    8.52500   0.897475
   63    8.55000   0.938440
   64    8.57500   0.936144
   65    8.60000   0.939073
   66    8.62500   0.949256
   67    8.65000   0.943428
   68    8.67500   0.927622
   69    8.70000   0.927959
   70    8.72500   0.948330
   71    8.75000   0.956739
   72    8.77500   0.934923
   73    8.80000   0.904223
   74    8.82500   0.926975
   75    8.85000   0.953136
   76    8.87500   0.954392
   77    8.90000   0.943026
   78    8.92500   0.938883
   79    8.95000   0.953400
   80    8.97500   0.956972
   81    9.00000   0.951468
   82    9.02500   0.951496
   83    9.05000   0.953476
   84    9.07500   0.952633
   85    9.10000   0.956127
   86    9.12500   0.962089
   87    9.15000   0.958221
   88    9.17500   0.954018
   89    9.20000   0.953831
   90    9.22500   0.952013
   91    9.25000   0.947182
   92    9.27500   0.943543
   93    9.30000   0.935403
   94    9.32500   0.926619
   95    9.35000   0.881307
   96    9.37500   0.775330
   97    9.40000   0.637041
   98    9.42500   0.511136
   99    9.45000   0.433599
   100    9.47500   0.387970
   101    9.50000   0.376458
   102    9.52500   0.422620
   103    9.55000   0.540506
   104    9.57500   0.646436
   105    9.60000   0.546685
   106    9.62500   0.414642
   107    9.65000   0.431686
   108    9.67500   0.491844
   109    9.70000   0.526806
   110    9.72500   0.533850
   111    9.75000   0.538294
   112    9.77500   0.550185
   113    9.80000   0.569548
   114    9.82500   0.599893
   115    9.85000   0.635982
   116    9.87500   0.670148
   117    9.90000   0.708146
   118    9.92500   0.748852
   119    9.95000   0.787235
